Number Of Reviews',Reviewer Name,Location,Review Date,Review Title,Review Text,Date Of Experience,Star Rating,Response Date,Response Text,Bakery Name,Overall Rating
7 reviews,Eleanor Stone,GB,17-Jan-22,Beautiful biscuits for gifts,I sent two biscuit packages to say thank you to my wedding suppliers. They were really well received - the photos looked beautiful and the recipients were delighted! :) Thank you so much.,Date of experience: 17 January 2022,Rated 5 out of 5 stars,18-Jan-22,Thank you so much for taking the time to leave this review...we are so pleased that they were happy with their biscuity thank you!,The Kitsch Hen,4.9
1 review,Arianna B,GB,17-Jan-22,Supreme!,"Used The KitschHen as a gift for the second time and, once again, they did an amazing job!
My friend was amazingly surprised about the presentation and quality, she firstly said ""I don't want to eat them because I don't want to ruin them""!!!
Shipping was super fast and came on the exact day I wished them to arrive!!
Soon I'll have to buy for myself!!!
Highly recommended!",Date of experience: 17 January 2022,Rated 5 out of 5 stars,18-Jan-22,Thank you so much for taking the time to leave this review...we are so pleased they loved them & we are big believers in self-gifting so that you can try them for yourself.,The Kitsch Hen,4.9
6 reviews,CHARLOTTE F,GB,17-Jan-22,Beautiful biscuits,"Beautiful biscuits, the most thoughtful treat and with the you choose option you can write anything you want! X",Date of experience: 17 January 2022,Rated 5 out of 5 stars,18-Jan-22,Thank you so much for taking the time to leave this review!,The Kitsch Hen,4.9
3 reviews,Nicola Q,GB,11-Jan-22,New Years Eve delivery,I contacted Kitsch Hen before I ordered to ensure I could have a New Years Eve delivery for a friends 30th birthday & they were very helpful & it was delivered on the day. I’d really struggled to find a company to deliver something personal on NYE so I was delighted & as was my friend with the gift. Thank you x,Date of experience: 11 January 2022,Rated 5 out of 5 stars,11-Jan-22,Huge thanks for taking the time to leave this lovely review & we are so pleased to hear that your friend enjoyed the gift!,The Kitsch Hen,4.9
22 reviews,Sarah Massie,GB,28-Dec-21,Edible magical thoughtful,These edible gifts are so magical and unique I love surprising my friends and family. I also love the fact that the ingredients are locally and ethically sourced what an amazing artisan company,Date of experience: 28 December 2021,Rated 5 out of 5 stars,30-Dec-21,Thank you so much for such a wonderful review!,The Kitsch Hen,4.9
6 reviews,Waiyee Pickford,GB,15-Dec-21,Xmas Advent Biscuits,"Xmas Advent Biscuits! Wonderful, delicious and so pretty are the advent biscuits, I didn't want to start! Arrived in plenty of time for 1 Dec. Whole family are super delighted to be able to share the biscuits in the countdown to Christmas. From point of ordering through to delivery, excellent service, thank you.",Date of experience: 15 December 2021,Rated 5 out of 5 stars,16-Dec-21,"Thank you so much, we are so pleased that you are all enjoying your biscuity Christmas countdown!",The Kitsch Hen,4.9
1 review,Sasha Glasgow,GB,15-Dec-21,Gorgeous advent biscuits,"Gorgeous advent biscuits

They didn't last! They were too yummy. Not too sweet, gorgeous designs and arrived right on time. Love this company and look forward to shopping with them again.",Date of experience: 15 December 2021,Rated 5 out of 5 stars,16-Dec-21,Thank you so much for a wonderful review!,The Kitsch Hen,4.9
3 reviews,S..P.,GB,14-Dec-21,"Delicious,original and brilliant gifts",,Date of experience: 14 December 2021,Rated 5 out of 5 stars,15-Dec-21,Huge thanks for taking the time to leave this review!,The Kitsch Hen,4.9
1 review,Natalie Edwards,GB,14-Dec-21,This company has blown me away,This company has blown me away! Faultless service in every way. Truly unique and oozing with class. Such a wonderful gift to send. 100% recommend.,Date of experience: 14 December 2021,Rated 5 out of 5 stars,15-Dec-21,"Thank you so much for taking this time to leave this review, it means the world to us!",The Kitsch Hen,4.9
1 review,Kate,GB,06-Dec-21,The biscuit I ordered for someone who…,"The biscuit I ordered for someone who was very unwell, has still not arrived after two weeks.   I requested a refund and was informed I could have another biscuit sent as a replacement, which would be completely inappropriate at this time.",Date of experience: 06 December 2021,Rated 1 out of 5 stars,09-Dec-21,"We were really saddened to read this review as we put so much into each & every order. Once the biscuits have left the bakery, we have no control over their journey & sadly a few orders do go missing. When we were first alerted that the order had not arrived 2 days after dispatch, we offered to send a replacement as we would always want the chance for the recipient to receive the biscuity treat. In the follow up email received 5 days after that, the customer asked for a refund which was issued immediately.",The Kitsch Hen,4.9
13 reviews,Laura,GB,05-Dec-21,Something different…,Great communication and personalisation offerings from The Kitsch Hen. The biscuits are also excellent!,Date of experience: 05 December 2021,Rated 5 out of 5 stars,09-Dec-21,"Huge thanks for taking the time to leave this review, we are so grateful!",The Kitsch Hen,4.9
2 reviews,Emma C-W,GB,04-Dec-21,I always recommend The Kitsch Hen to…,"I always recommend The Kitsch Hen to anyone who wants something lovely to gift someone and am glad to provide a review.

Such a consistently high-quality lovely product range - The Kitsch Hen is my go to place for when flowers are just not good enough, biscuits are a FAR better idea, but only if they are from here.

So far I have sent biscuits to:
my friend fighting cancer,
my godmother who's brother died,
my godchildren for their Christmas table places,
My mum for her birthday
My best friend to send her a hug in lockdown
My husband for father's day (three times!!)
My dad and father in law (also three times!!!)

Thank you Caroline and team x",Date of experience: 04 December 2021,Rated 5 out of 5 stars,09-Dec-21,"Huge thanks for taking the time to leave this review, we are so grateful for your ongoing support!",The Kitsch Hen,4.9
47 reviews,Wendy,GB,Updated 2 Dec 2021,Original Concept,"Gorgeous, Christmas themed Advent biscuits that have delighted my 7 year old grandson! He loves the Kitsch Hen biscuits for both the flavour and the messages/pictures. He was particularly thrilled with the extra biscuit to put out for Santa with the two carrot biscuits for the reindeer.",Date of experience: 02 December 2021,Rated 5 out of 5 stars,03-Dec-21,Huge thanks for taking the time to leave this review & we are so pleased that your grandson is enjoying his biscuity countdown!,The Kitsch Hen,4.9
2 reviews,JMB,GB,05-Nov-21,Exceptional,"Exceptional, as always, thank you so much.",Date of experience: 05 November 2021,Rated 5 out of 5 stars,03-Dec-21,"Huge thanks for taking the time to leave this review, we are so grateful for your ongoing support!",The Kitsch Hen,4.9
1 review,Robyn McKeznie,GB,04-Nov-21,Nice but not quite what I wanted,"The biscuits were a gift and I’ve been told were tasty. The design and execution was really good / of high quality.
I bought the ‘choose your own’ box of 6 with one large circle, two smaller circles and three hearts. I wish I’d known the size beforehand though and maybe not ordered. The box they came in was little bigger than A6, so the biscuits all had to fit in there and for £23 I think I’d have shopped elsewhere. I wanted 6 really big biscuits for the special occasion.",Date of experience: 04 November 2021,Rated 3 out of 5 stars,03-Dec-21,"We are so pleased that you were happy with the quality of the biscuits & that your recipient was happy with the taste, we put a lot of love into baking, icing, stamping & wrapping each and every order. We do try & include as much information on our website including measurements for the biscuits within our FAQs. We also include imagery showing the biscuits in context to help customers to see the sizing as well.",The Kitsch Hen,4.9
2 reviews,Em,GB,07-Oct-21,Great biccies!,,Date of experience: 07 October 2021,Rated 5 out of 5 stars,03-Dec-21,Huge thanks for taking the time to leave this review!,The Kitsch Hen,4.9
4 reviews,Sarah Jones,GB,05-Oct-21,Excellent service and product,,Date of experience: 05 October 2021,Rated 5 out of 5 stars,07-Oct-21,Thank you so much for taking the time to leave a review!,The Kitsch Hen,4.9
1 review,Lucy Fair,GB,23-Sep-21,Can’t fault the team at The Kitsch Hen,"Can’t fault the team at The Kitsch Hen, I enquired about a quick despatch personalised order and the service was fantastic. The biscuits were a surprise gift and were well received and super tasty. Marlen was great in communicating with me, I was super impressed and would buy again and recommend to others in a heartbeat. Thank you!",Date of experience: 23 September 2021,Rated 5 out of 5 stars,07-Oct-21,Thank you so much for taking the time to leave a review & for your kind words!,The Kitsch Hen,4.9
5 reviews,Janet Jackson,GB,03-Sep-21,Birthday Biscuits,The service and biscuits exceeded my expectations. Thank you,Date of experience: 03 September 2021,Rated 5 out of 5 stars,06-Sep-21,Thank you for taking the time to leave a review!,The Kitsch Hen,4.9
10 reviews,Natalie R,GB,01-Sep-21,Perfect xx,The biscuits arrived in perfect condition and my friend absolutely loved them. They came on time too. Will definitely use this company again,Date of experience: 01 September 2021,Rated 5 out of 5 stars,03-Sep-21,Thank you so much for taking the time to leave a review!,The Kitsch Hen,4.9
1 review,Emma Douglas,GB,01-Sep-21,Love them!,I received six set biscuits from my friends when i was going through chemotherapy and loved them so much i got them as a present for my friend who had a baby. She loved them and they came out amazing! Would definitely use them for the next event that arises.,Date of experience: 01 September 2021,Rated 5 out of 5 stars,03-Sep-21,Thank you so much for taking the time to leave a review! We love when biscuit recipients become biscuit senders!,The Kitsch Hen,4.9
3 reviews,Karena Brown,GB,01-Sep-21,'Hug in a box',My friend absolutely loved her 'Hug in a box' biscuits.,Date of experience: 01 September 2021,Rated 5 out of 5 stars,03-Sep-21,Thank you so much for taking the time to leave a review!,The Kitsch Hen,4.9
27 reviews,Julie Tarbox,GB,01-Sep-21,Very Happy,"Perfect as usual. My go to company for those extra special personalised biscuits. They are packaged beautifully, and taste absolutely delicious. Thank you ??",Date of experience: 01 September 2021,Rated 5 out of 5 stars,01-Sep-21,Thank you so much for taking the time to leave this review & for your continued support!,The Kitsch Hen,4.9
2 reviews,Diana Roberts,GB,30-Aug-21,A beautiful surprise!,I received my beautiful biscuit last week as a thank you!  I just love it and am planning on sending them to all sorts of people.  Such a great idea!,Date of experience: 30 August 2021,Rated 5 out of 5 stars,01-Sep-21,Thank you so much for taking the time to leave this review! We love when biscuit recipients become biscuit senders!,The Kitsch Hen,4.9
3 reviews,Customer,GB,18-Aug-21,"Such a gorgeous, unique gift!",My Sister was overjoyed in receiving her unique Kitsch Hen biscuits in the post. Their website & service was extremely user friendly & I would definitely use them again & have recommended them to family & friends.,Date of experience: 18 August 2021,Rated 5 out of 5 stars,18-Aug-21,Thank you so much for taking the time to write a review for us (and recommend us to your family and friends!) - it’s so very appreciated and I’m so pleased your sister enjoyed her biscuitsx,The Kitsch Hen,4.9
3 reviews,Emma May,GB,12-Aug-21,Perfect gift,The biscuits arrived really fast & the recipient was so pleased with them. Thought they were a lovely idea & delicious.,Date of experience: 12 August 2021,Rated 5 out of 5 stars,,,The Kitsch Hen,4.9
3 reviews,Nicki Neilson,GB,12-Aug-21,Excellent gift,"Original concept, swiftly produced and delivered.
I’ve sent these for babies, deaths, new jobs, new homes and everyone is always so grateful. They are very original, beautifully packaged and a great gift.
Customer service is super, always respond swiftly.
Can’t recommend enough.",Date of experience: 12 August 2021,Rated 5 out of 5 stars,,,The Kitsch Hen,4.9
19 reviews,Norma Ward,GB,10-Aug-21,I sent this for my niece who has just…,I sent this for my niece who has just lost her sister and had her house to empty.  She has been very distressed so I thought the biscuit with the inscription be gentle with yourself would be appropriate.  She said what a lovely surprise it was and I hope this helped to brighten  her day.  Thank you very much.,Date of experience: 10 August 2021,Rated 5 out of 5 stars,10-Aug-21,Thank you so much for taking the time to leave a review!,The Kitsch Hen,4.9
41 reviews,Emma Hollis,GB,10-Aug-21,Beautiful biscuits,Beautiful biscuits. They arrived in perfect condition. Unfortunately they were a gift so I didnt get to eat them!!! The recipient loved them.,Date of experience: 10 August 2021,Rated 5 out of 5 stars,10-Aug-21,"Thank you for taking the time to leave a review, we really appreciate it!",The Kitsch Hen,4.9
10 reviews,Mrs Branson,GB,04-Aug-21,Really lovely biscuits & they taste…,Really lovely biscuits & they taste delicious! Only critique is I’d like a couple more biscuits for the money.,Date of experience: 04 August 2021,Rated 4 out of 5 stars,06-Aug-21,Thank you so much for taking the time to leave a review. It is very much appreciated!,The Kitsch Hen,4.9
1 review,Damion Sizer,GB,03-Aug-21,Arrived exactly when they said it…,"Arrived exactly when they said it would, beautiful product, great present, very happy!",Date of experience: 03 August 2021,Rated 5 out of 5 stars,06-Aug-21,Thank you so much for taking the time to leave a review! It is very much appreciated!,The Kitsch Hen,4.9
1 review,Susan Taylor,GB,27-Jul-21,Fabulous as always,,Date of experience: 27 July 2021,Rated 5 out of 5 stars,28-Jul-21,Thank you SO much for taking the time to leave a review!,The Kitsch Hen,4.9
3 reviews,Alice Mills,GB,27-Jul-21,Letterbox love done right,"Letterbox love done right!

This is my new go to place to send someone a little token of love, whether it is to celebrate with them or show them I am there to support them through tough times, The kitsch hen has a biscuit for all occasions.
You can tell that the biscuits are made with love and packaged with care.
thoroughly recommend.",Date of experience: 27 July 2021,Rated 5 out of 5 stars,28-Jul-21,Thank you SO much for taking the time to leave such a lovely review. It means the world to us!,The Kitsch Hen,4.9
18 reviews,Sandi Lindley,GB,27-Jul-21,The Perfect Pick Me Up gift,Whenever I need to cheer someone up from a distance I send them a little box of biscuits and it never fails to do the trick !!,Date of experience: 27 July 2021,Rated 5 out of 5 stars,28-Jul-21,Thank you SO much for taking the time to leave such a lovely review. It means the world to us!,The Kitsch Hen,4.9
6 reviews,Alexis,GB,27-Jul-21,The most delicious biscuits!,"The most delicious biscuits, with the most beautiful hand written note and packaging! I have sent these biscuits a number of times and have also bought Caroline's stunning birthday cakes. The biscuits are light with a yummy, gentle vanilla flavour. The variety of messages and options is super - the sentiment is always hugely appreciated and they make the most brilliant gift when something bought from an 'everyday' shop just wont do. My friends and family have always been delighted with the gift and the quality. I can't recommend Caroline's biscuits enough!",Date of experience: 27 July 2021,Rated 5 out of 5 stars,28-Jul-21,Thank you SO much for taking the time to leave such a lovely review & thank you for all of your ongoing support. It means the world to us!,The Kitsch Hen,4.9
3 reviews,Chloe Bletsoe,GB,29-Jun-21,Beautiful thoughtful biscuits,"I have used the Kitsch Hen several times now, from engagements to new babies and thank yous! All have been gratefully received and delivered when expected. My friends got me a box myself as an invite to my hen party and I can honestly say they are absolutely delicious as well as super cute!",Date of experience: 29 June 2021,Rated 5 out of 5 stars,22-Jul-21,Thank you SO much for taking the time to leave such a lovely review & thank you for all of your ongoing support. It means the world to us!,The Kitsch Hen,4.9
18 reviews,L Longworth,GB,28-Jun-21,Lovely gift idea,Lovely gift idea - the biscuits looked gorgeous and it was great to be able to personalise them. I had a question about my order and the customer service was brilliant too! I'll definitely be back to order again.,Date of experience: 28 June 2021,Rated 5 out of 5 stars,29-Jun-21,"Thank you so much for taking the time to leave us such a lovely review, I’m so pleased your experience with us was so positive and you enjoyed ordering with us! Hope the biscuits went down will with their recipient too!",The Kitsch Hen,4.9
2 reviews,Helen,GB,17-Jun-21,Beautiful biscuits that taste amazing,Such beautiful biscuits that taste amazing. I went a little mad ordering for family over lockdown Easter! Love that you can choose just the right words for each biscuit and show how much you care.,Date of experience: 17 June 2021,Rated 5 out of 5 stars,22-Jul-21,Thank you SO much for taking the time to leave such a lovely review & thank you for all of your orders!,The Kitsch Hen,4.9
1 review,Jade,GB,17-Jun-21,Bought these for a friend,"Bought these for a friend, they arrived very quickly and she absolutely adored them",Date of experience: 17 June 2021,Rated 5 out of 5 stars,22-Jul-21,Thank you SO much for taking the time to leave such a lovely review!,The Kitsch Hen,4.9
3 reviews,Alex Oneill,GB,3 days ago,Absolutely excellent,Absolutely excellent! Ordered for my sister and she is sooo pleased to have a good pie again after going GF plus some tasty sweet treats too! Will definitely be ordering more :),Date of experience: 17 July 2024,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
35 reviews,Helen Taylor,GB,A day ago,Gluten free pies!,Wow! Absolutely amazing gluten free pies!  I haven’t had a cherry pie in over 30 years and it was well worth the wait! Lovely tasting pastry and plenty of filling. Can’t wait to delve into my Bakewells! Will definitely be ordering again. Thankyou ??,Date of experience: 01 August 2024,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
4 reviews,Miss Donna Bruce,GB,23-Jul-24,I ordered some items for my mum who has…,"I ordered some items for my mum who has coeliac disease; sausage rolls, sweet pies, and quiche. She said they were absolutely delicious. Sausages rolls pastry was excellent and had plenty of meat. The quiche had a lovely crust and didn't fall apart, also had generous filling. She is very happy with the quality and taste and will be definitely using again ?",Date of experience: 02 July 2024,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
30 reviews,A Simmons,GB,10-Jul-24,I have been purchasing Gluten Free…,I have been purchasing Gluten Free foods from Mad-K for many years. The food is delicious which is more than I can say for Gluten Free Food in general because the lack of Gluten can make some food a bit hard and dry. However theirs are lovely. Thank you and well done to all.,Date of experience: 10 July 2024,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
3 reviews,Sally Provins,GB,02-Aug-24,Great communication.promp delivery and…,"Great communication.promp delivery and great food.
Thank you.",Date of experience: 12 July 2024,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
12 reviews,Lynda Irons,GB,19-Jun-24,Delicious,"Lovely, tasty and generous sized portions, the produce is individually wrapped & boxed, and very well packaged, with chilled & tracked delivery, this company does not disappoint, i ordered a selection of nearly everything, wow! I will certainly be placing a second order soon.",Date of experience: 25 April 2024,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
6 reviews,Louise,GB,07-Mar-24,Excellent Pies Enjoyed By The Whole Family,"Excellent pies that lived up to their reviews. What we enjoyed the most is that you can really taste the individual flavours which was great. The full pie is contained within delicious pastry and no soggy bottoms if you cook to instruction. The pies were delivered well protected and packaged, and in an insulated bag within the cardboard box. Will buy again.",Date of experience: 29 February 2024,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
2 reviews,MARTIN NEWMAN,GB,19-Jul-24,Great tasting gluten free pie's,Great tasting gluten free pie's. Plenty of filling and the pastry is great. I struggled to finish the pie but I made sure I did. I would highly recommend Mum and Dad's pie's.,Date of experience: 10 July 2024,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
6 reviews,Karen,GB,24-May-24,So far I’ve had broccoli and Stilton…,"So far I’ve had broccoli and Stilton quiche and spinach,sweet potato and goats cheese pie both delicious. I’ll definitely buy again when I’ve eaten all the ones still in the freezer!",Date of experience: 02 May 2024,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
5 reviews,Vicki Allison,GB,23-May-24,My first order,"My first order. Not tried anything yet, just a little bit of the quiche as I was portioning it up but OMG it was absolutely delicious! I am mostly excited to try the lamb and mint pie along with the rhubarb and custard.",Date of experience: 16 May 2024,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
1 review,Clare Hufford,GB,Updated 23 Jun 2020,Wow!! Super Delicious pies,"Wow! These pies are just so delicious. The pastry is perfect,melts in your mouth. My personal favourites are the lamb & mint, chicken & chorizo, Hunter's chicken & pulled pork My daughter is vegetarian she loves the Sweet potato spinach & goats cheese. Another tasty recommendation is a Bakewell tart,they are so delicious. Friendly family run business,I would give them 100% perfect every time.",Date of experience: 23 June 2020,Rated 5 out of 5 stars,23-Jun-20,Wow! Thank you for the lovely  review! It really means a lot to us!,mumanddadskitchen.co.uk,4.9
1 review,Fleur Nixon,GB,24-Jan-21,The Best Gluten Free Bakery,"After searching around and ordering from other gluten free bakeries with varying degrees of success I'm so glad I've finally found Mum and Dad's Kitchen. Their cakes are delicious and the pastry and meat in the sausage rolls is perfect. You wouldn't know these were gluten free. Absolutely superb, I 100% recommend this bakery. I'll be ordering from them again in the near future.",Date of experience: 24 January 2021,Rated 5 out of 5 stars,14-Feb-21,Thank you so much Fleur for your lovely feedback!,mumanddadskitchen.co.uk,4.9
3 reviews,Debbie Rodway,GB,08-Feb-24,The pies are excellent,"The pies are excellent. We freeze the pies, then microwave to defrost and then bake. The pastry is crisp and flavourful. One pie is perfect between two of us - they are a generous size.
I like the fact that the fruit pies are not over sweet. With a spoonful of clotted cream - delicious.
My only reservation is the packaging my order comes with. The insulated bag and cool pack - could they be returned and reused?
Could an alternative be used for the heavy duty tape used to completely cover the box.
It all keeps the pies in good condition but not great for the environment - all that packaging.
I will, of course, be reordering in the future the pies are too good to miss.",Date of experience: 17 January 2024,Rated 4 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
2 reviews,Anne,GB,27-Apr-23,Very deserving 5 ??,"Food arrived exactly when promised, perfectly packaged inside a foil bag with ice and pies all still frozen.
The quiche with caramelised onion is gorgeous. Pies have been popped straight into the freezer to enjoy at leisure. The cakes might not last that long. ??
It was worth ordering a little more to qualify for free p&p. I can even re-use the packaging again.
Jennifer even messaged to explain if it was ok to add two extra of another flavour as they thought one of the pies didn’t present properly. It looks perfect to me. How’s that for fabulous quality control!
I’m seriously impressed and will definitely be a repeat customer.
Other food delivery companies should take note!",Date of experience: 19 April 2023,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
1 review,Beth H,GB,22-Jun-20,We love the gluten free and dairy free…,"We love the gluten free and dairy free meat pies-they are packed with meat and the pastry is crisp and flavoursome (no soggy bottoms!). Our favourite pies are the steak & ale, and the lamb & mint. The sausage rolls are also delicious, and are a generous size. Those of us that can eat dairy love the crunchking honeycomb chocolate bars, ginger cake and chocolate cake: the pieces are large enough to share if you can resist the temptation to scoff the whole thing!",Date of experience: 22 June 2020,Rated 5 out of 5 stars,22-Jun-20,Thank you so much for the detailed review! It’s very much appreciated...,mumanddadskitchen.co.uk,4.9
7 reviews,S Anderton,GB,16-Dec-23,Fantastic products - great flavours and pastry,Struggled ordering on line but got it sorted in the end.  Shipment clearly explained and arrived when stated.  I have tried a couple of the pies (mince and rhubard & custard).  Both brilliant - lots of flavour and pastry is excellent! Looking forward to tasting the rest of the items in my order :),Date of experience: 09 December 2023,Rated 4 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
3 reviews,Mrs Holder,GB,05-Jun-24,I really enjoyed the pies I had from…,I really enjoyed the pies I had from Mad K before and wanted more of the same and to try some different savoury flavours,Date of experience: 29 May 2024,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
14 reviews,Sue Walker,GB,04-Nov-22,Gluten free paradise pies,Pies are really well filled with delicious ingredients. Pastry is crisp. Quiche is a good standby lunch but always just half!  Cakes I can never decide my favourite so order a selection. A delightful company with lovely customer service,Date of experience: 03 November 2022,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
15 reviews,Carol,GB,27-Mar-23,Gluten free fabulous food,"I recently ordered a selection of pies and pastry. I also tried the sausage rolls - which are delicious. Everything is in my freezer - so that I can use it over the coming months.
Ordering and delivery is easy (I live in Portsmouth) so pick up or delivery suits me).
I recommend this company (as a coeliac) needing gluten free food to others - give them a try, you won’t regret it !
One happy customer",Date of experience: 19 March 2023,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
15 reviews,Mrs Frances Briggs,GB,06-Jun-24,Brilliant,"This is the 3rd time I’ve used MadK and have been disappointed.
Lovely GF pies and a better value than those from the supermarket!",Date of experience: 27 May 2024,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
2 reviews,Bev Gladston,GB,23-Jun-20,The pies and cakes are delicious.Great…,"The pies and cakes are delicious.Great that a household with both meat eaters and vegetarians can both eat together but have their own favourites at the same meal time.
The fact that they are gluten free has no effect on the taste and texture, would buy these pies every time. We haven’t bought pies from anywhere else since finding these",Date of experience: 23 June 2020,Rated 5 out of 5 stars,23-Jun-20,"So nice to hear that you love our products! We use top ingredients to make sure that even if they are gluten free, it’s not noticeable... thank you for your great review...",mumanddadskitchen.co.uk,4.9
4 reviews,Louisa L,GB,27-Mar-23,Good pies and service,My partner is celiac so we're always on the look out for GF stuff we haven't tried before. We both loved the pies and sausage rolls from MAD K and we will definitely reorder. I also had a transaction issue when ordering and they were great about fixing it. There will definitely be a section of our freezer with MAD K stuff in for the forseeable future.,Date of experience: 06 March 2023,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
13 reviews,Phillippa Cockcroft,GB,10-Oct-23,Amazing Gluten free Pies,"My first ordering and I found the website very easy to use, the products are absolutely delicious, the gluten free pastry is amazing. I genuinely can not recommend M and D kitchens enough for the quality of their gf pies. I am so happy to have found them. They even called me up to ask when I wanted delivery and told me I would receive email tracking. Fabulous service. Thankyou",Date of experience: 19 September 2023,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
7 reviews,Debi Garrod,AE,11-Sep-20,I can't recommend these guys enough,"I can't recommend these guys enough - the gluten free pastry and cakes are more delicious than regular pastry, the ingredients inside the pie are packed in and tasty, with a good variety.
My favourite is the cherry pie with amazing almonds
Customer service is exceptional, very friendly and helpful and they deliver
What more can you want
Thanks guys
xx",Date of experience: 11 September 2020,Rated 5 out of 5 stars,11-Sep-20,Thank you for the lovely review!  We aim to please :) and always focus on quality and value for money!,mumanddadskitchen.co.uk,4.9
1 review,Sue Griffiths,GB,20-Nov-20,The proof of the pudding -,"The proof of the pudding will be in the eating, as we haven't tried it yet, but we're really looking forward to it! We have tested the cake selection, which is, as expected, excellent ??
We used the pastry last year, so we're actually looking forward to making our mince pies and sausage rolls again ????",Date of experience: 20 November 2020,Rated 5 out of 5 stars,20-Nov-20,Sounds like a lot of fun! Thank you for the lovely feedback!,mumanddadskitchen.co.uk,4.9
1 review,Sarah Kadhim,GB,06-Apr-23,Best gf pies I've found,"I've only been coeliac for 2 years so I remember what a normal pie tastes like, you cannot tell the difference with these they are gorgeous, and it's so nice to get gf pie that has meat other than chicken in. Am definitely coming back for more.",Date of experience: 16 March 2023,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
15 reviews,Mrs Joyce Hale,GB,17-Nov-23,Delivery problem,"Had a problem with my order solely caused by the couriers.I called MAD K and spoke to Jennifer who immediately sorted the problem out without hesitation.
Five stars for MAD K and their wonderful gluten free products.

.",Date of experience: 16 November 2023,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
17 reviews,Sharon Higgins,GB,27-Apr-24,Your pies are absolutely delicious,Your pies are absolutely delicious.  They are the best pies I've had since being diagnosed with Coeliac disease 12 years ago.They are filled to the brim and the pastry is second to none.  They are worth every penny and will definately get some more very soon.,Date of experience: 20 April 2024,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
6 reviews,Marion,GB,14-Feb-24,Great tasting pies,"Great tasting pies from a friendly, family run company with the added bonus of all being gluten free. Highly recommended. I`m going to buy some more today for my friends.",Date of experience: 06 February 2024,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
2 reviews,Becci,GB,06-Jun-20,By far the most delicious gluten free…,By far the most delicious gluten free cakes and pies I've ever tasted! The pulled pork pie is a definite favourite of mine along with the honeycomb crunch. Very friendly customer service and great delivery options. Go and get your pies! ??,Date of experience: 06 June 2020,Rated 5 out of 5 stars,06-Jun-20,Thank you for the lovely feedback!,mumanddadskitchen.co.uk,4.9
2 reviews,Elizabeth Howard,GB,22-Apr-23,Excellent Pie,"Bought my first MADK pie from my local farm shop because they're a local producer and I'm trying to support more local and/or small businesses this year. I opted for the Beef & Blue version as steak and blue cheese anything is a favourite of mine. I didn't notice until I was getting the pie out the fridge for dinner that it was gluten-free; I was a bit cautious as gluten-free pastry can be a bit, well, meh. But no need to worry, the pastry was fantastic, crisp and delicious, making it one of the nicest pies I've eaten and if I'd not seen the box I wouldn't have believed it was gluten-free. It was good value too, I served it with mash and greens and it did two potions.  I will definitely be buying this one again, and trying the other flavours and products, too.",Date of experience: 22 April 2023,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
10 reviews,Mandy Canavan,GB,Updated 15 Jul 2021,Pies were of very good quality,At first thought a little expensive but after eating thought definitely worth the extra expense as Pies were of very good quality and bigger than most. Plenty of meat filling and a lovely light soft pastry. I haven’t tasted the quiche yet but I’m sure they’re of the same quality. My grandson loved his minced beef and onion pie and me my steak and kidney. Will definitely purchase some more ??,Date of experience: 15 July 2021,Rated 5 out of 5 stars,10-Oct-21,Thank you so much - we try and offer good value for money!,mumanddadskitchen.co.uk,4.9
1 review,Phillip L,GB,20-Jan-24,The ordering and delivery was very easy.,"The ordering and delivery was very smooth. The food quality is great and portion size is great.

I enjoyed the sausage rolls so much, it would be amazing if the filling could be a sausage available separately from the pastry.

Many thanks MadK.",Date of experience: 27 December 2023,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
