Bakery Name,Overall Rating,Review Date,Location,Review Text,Reviewer Name,Star Rating
Ho's Bakery,4.1,23-Jan-11,"Salford, Greater Manchester","If I am near Ho's I cannot walk past I have to go in and buy egg tarts, pork buns and anything else that takes my fancy.the Best bubble tea in Manchester, Can sometimes be busy but well worth the wait. if its busy inside its lovely to walk around china town.",Qype User (GeneGe…),5 star rating
Ho's Bakery,4.1,25-May-11,Manchester,"found Ho by chance. on a rainy cold sunday i was in manchester to support a friend in the manchester 10km. after sending him on his way i needed a hot drink and a snack. found Ho, good selection of snacks, sweet and savoury...two cups of coffee and a pork roll. good fresh food and friendly staff.  recommend this place.",Qype User (bozbu…),4 star rating
Ho's Bakery,4.1,13-Aug-11,Manchester,"Amazing staff  always happy to talk about the food and other things, food is also amazing  all freshly baked. Been going here since I was young and I still love it today! I usually grab something light to eat in here before concerts in manchester and I just love sitting in there with something to eat!",Qype User (Tile…),5 star rating
Ho's Bakery,4.1,30-Sep-09,Manchester,"nice staff, nice food (though overpriced dumplings, sadly) if you have a sweet tooth, come here often. also nice for a quick snack.",Qype User (tsukak…),3 star rating
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,07-Nov-09,"Hastings, East Sussex","If you have a thing about pastry but sausage rolls and cheese and onion pasties bore you to death, then get yourself down to Ho's. The quality and range of items on offer here are outstanding. I like to come here for the chicken and pork buns but there's also seafood, chicken curry buns, satay beef rolls and fried dumpling.

The cream cakes are also popular, as are the custard buns and almond cookies. Do yourself a favour and wash if all down with a classic Bubble tea. You won't regret it.",Angela B.,4 star rating
Ho's Bakery,4.1,27-Jul-10,Manchester,"Possibly the best Chinese bakery in the world. Seriously. Whenever I'm in the Portland Street area, I always pop in here for a char sui bun, a preserved vegetable bun (wrapped in a lotus leaf) and a peanut butter cake, all washed down with a chocolate bubble tea. All the food here is fresh, inexpensive and - best of all - ridiculously tasty.


There really is something about sitting on a plastic seat during a rainy Manchester afternoon and sinking your teeth into a gelatinous peanut butter cake, filled to the brim with sweet creamy achingly smooth peanut butter. And if that's not your thing, I can highly recommend the Red Bean buns too. And the Honey Buns. And the...well, you can see where I'm going with this, can't you?",Qype User (MissCa…),4 star rating
Ho's Bakery,4.1,21-Sep-08,Manchester,"This is nice Chinese style bakerly.
It is located in China town but a bit hard to find.
It is always busy with Chinese people .
In terms of taste, I would prefer Ho's bakery to Wong Wong bakery ( I heard Wong Wong is more HK style). The staff is so friendly and hard working, as soon as they find you , they come to you to serve.
I like to order 3 mini buns for 1 pound offer, such as roast pork buns Yummy.
Once before Christmas, I visited there and the staff said me to merry xmas and gave me a free drink too ( it is just before out of date, but still nice) they are so sweet!",Qype User (han…),5 star rating
Ho's Bakery,4.1,27-Aug-08,Brighton,"Ho's Bakery is a little hidden gem in China Town which isn't far from Yang Sing. It has a pretty unassuming exterior all told and manages to blend in well with the bright lights of China Town. However, this place has something a lot of the other little places in China Town don't: a wonderful selection of Chinese pastries sweet and savory and many lovely looking Chinese drinks and various delights to tantalise.


I've tried the custard bun, the melon pastry and the honey buns, and all were delicious. Definitely a must-visit if Chinese food is your thing.",Qype User (camiee…),4 star rating
Ho's Bakery,4.1,16-May-11,Manchester,"I've only visited this bakery about six times and my main reason for going is their coconut pudding, it's fantastic! Other than that the only other thing I've tried here is the Japanese cheesecake which I personally found light but very dry.
The staff always seem friendly and the TV often plays Chinese boy band concerts which are quite a show to watch even for 5 minutes. I always enjoy coming here but I do like other bakerys more in terms of the choice and selection offered.",Qype User (KittyC…),4 star rating
Ho's Bakery,4.1,27-Nov-08,"Macclesfield, Cheshire East","Bubble tea!!! It's one of only 3 places (that I know of) in the UK where you can get bubble tea. A whole menu of different flavours too!


And a great selection of chinese cakes.


You can eat in or takeaway - both the food and the tea",Qype User (mshel…),5 star rating
Ho's Bakery,4.1,25-Apr-16,"Droylsden, Greater Manchester","The honey buns and custard buns are delicious and the Portuguese custard tarts are heaven on a plate. We tried our first birthday cake at the weekend and it was equally as scrumptious. Beautiful light sponge, fresh fruit and cream arranged delightfully. Every morsel has been devoured. Good value for money too. We will certainly be returning very soon.",Kathryn T.,5 star rating
Ho's Bakery,4.1,22-Sep-08,York,"every time i'm in manchester, i try getting in to this bakery. they do the best, chicken tail buns, though i'm not sure if they have an english name, its a translated name from what my parents called them? they even have little mini ones! there like a sweet bread, filled with like a yellow fondant.


they have fab baked char sui buns. and other savory and sweet treats!


though i always give the cream cakes a miss? though they look great, the sponge is just not the same! or the cream? but that could be just me!",Qype User (poddin…),5 star rating
Ho's Bakery,4.1,15-Nov-08,Manchester,This is a lovely chinese bakery in china town i found it by accident once when trying to decide what reasturant to book. They also have one inside wing yip in ancoats. The chicken pasties are fantastic. When I go in there is always chinese people there (customers) which i would say is a good sign.,Qype User (miki…),5 star rating
Ho's Bakery,4.1,30-Oct-08,Manchester,"I've been going to Ho's bakery for many years - it's a surprise little gem (for those not in the know) which sits right in a pocket of Chinatown just in the shadow of the Chinese Arch. Aside from a neon sign attached to the wall on the outside and another sign across the side of the bakery, it hardly advertises itself proudly. You have to take a small flight of stairs before the sight and sounds of this fine bakery hit you in the eyes like two flying chopsticks from 'Big Trouble in Little China'.
The huge spring rolls are legendary, but the pork buns are one of my favourite snacks this side of 'chow mien on the go'.
There is a small eating area inside, but I usually grab a snack and wander round Chinatownit's one of my small pleasures.
Sweet cakes and pasties sit across from their savoury cousins and for the most part they are all delicious, some I can imagine might take a little time to get to know.
But go ahead and ask the assistants what's what - I'm sure if you ask you'll be given a taster.
Absorbing bakery.",Qype User (Paulo_…),5 star rating
Ho's Bakery,4.1,20-Jan-09,Manchester,"This bakery sells authentic chinese cakes and buns anything for the sweet tooth.
The prices are reasonable compared to the other chinese bakery in chinatown.
They are slightly more expensive than our typical english bakeries.


U can order birthday cakes made of cream and fresh fruit in a lightly baked sponge not the very sweet and nasty royal icing type u get at the english bakers.",Qype User (jscwa…),2 star rating
Ho's Bakery,4.1,27-Aug-10,Manchester,"Great food, great people - friendly and helpful. The cakes are awesome! Every year for my girlfriend's birthday I order a cake without fail.",Qype User (tin_la…),5 star rating
Ho's Bakery,4.1,23-Jan-11,"Salford, Greater Manchester","If I am near Ho's I cannot walk past I have to go in and buy egg tarts, pork buns and anything else that takes my fancy.the Best bubble tea in Manchester, Can sometimes be busy but well worth the wait. if its busy inside its lovely to walk around china town.",Qype User (GeneGe…),5 star rating
Ho's Bakery,4.1,25-May-11,Manchester,"found Ho by chance. on a rainy cold sunday i was in manchester to support a friend in the manchester 10km. after sending him on his way i needed a hot drink and a snack. found Ho, good selection of snacks, sweet and savoury...two cups of coffee and a pork roll. good fresh food and friendly staff.  recommend this place.",Qype User (bozbu…),4 star rating
Ho's Bakery,4.1,13-Aug-11,Manchester,"Amazing staff  always happy to talk about the food and other things, food is also amazing  all freshly baked. Been going here since I was young and I still love it today! I usually grab something light to eat in here before concerts in manchester and I just love sitting in there with something to eat!",Qype User (Tile…),5 star rating
Ho's Bakery,4.1,30-Sep-09,Manchester,"nice staff, nice food (though overpriced dumplings, sadly) if you have a sweet tooth, come here often. also nice for a quick snack.",Qype User (tsukak…),3 star rating
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,07-Nov-09,"Hastings, East Sussex","If you have a thing about pastry but sausage rolls and cheese and onion pasties bore you to death, then get yourself down to Ho's. The quality and range of items on offer here are outstanding. I like to come here for the chicken and pork buns but there's also seafood, chicken curry buns, satay beef rolls and fried dumpling.

The cream cakes are also popular, as are the custard buns and almond cookies. Do yourself a favour and wash if all down with a classic Bubble tea. You won't regret it.",Angela B.,4 star rating
Ho's Bakery,4.1,27-Jul-10,Manchester,"Possibly the best Chinese bakery in the world. Seriously. Whenever I'm in the Portland Street area, I always pop in here for a char sui bun, a preserved vegetable bun (wrapped in a lotus leaf) and a peanut butter cake, all washed down with a chocolate bubble tea. All the food here is fresh, inexpensive and - best of all - ridiculously tasty.


There really is something about sitting on a plastic seat during a rainy Manchester afternoon and sinking your teeth into a gelatinous peanut butter cake, filled to the brim with sweet creamy achingly smooth peanut butter. And if that's not your thing, I can highly recommend the Red Bean buns too. And the Honey Buns. And the...well, you can see where I'm going with this, can't you?",Qype User (MissCa…),4 star rating
Ho's Bakery,4.1,21-Sep-08,Manchester,"This is nice Chinese style bakerly.
It is located in China town but a bit hard to find.
It is always busy with Chinese people .
In terms of taste, I would prefer Ho's bakery to Wong Wong bakery ( I heard Wong Wong is more HK style). The staff is so friendly and hard working, as soon as they find you , they come to you to serve.
I like to order 3 mini buns for 1 pound offer, such as roast pork buns Yummy.
Once before Christmas, I visited there and the staff said me to merry xmas and gave me a free drink too ( it is just before out of date, but still nice) they are so sweet!",Qype User (han…),5 star rating
Ho's Bakery,4.1,27-Aug-08,Brighton,"Ho's Bakery is a little hidden gem in China Town which isn't far from Yang Sing. It has a pretty unassuming exterior all told and manages to blend in well with the bright lights of China Town. However, this place has something a lot of the other little places in China Town don't: a wonderful selection of Chinese pastries sweet and savory and many lovely looking Chinese drinks and various delights to tantalise.


I've tried the custard bun, the melon pastry and the honey buns, and all were delicious. Definitely a must-visit if Chinese food is your thing.",Qype User (camiee…),4 star rating
Ho's Bakery,4.1,16-May-11,Manchester,"I've only visited this bakery about six times and my main reason for going is their coconut pudding, it's fantastic! Other than that the only other thing I've tried here is the Japanese cheesecake which I personally found light but very dry.
The staff always seem friendly and the TV often plays Chinese boy band concerts which are quite a show to watch even for 5 minutes. I always enjoy coming here but I do like other bakerys more in terms of the choice and selection offered.",Qype User (KittyC…),4 star rating
Ho's Bakery,4.1,27-Nov-08,"Macclesfield, Cheshire East","Bubble tea!!! It's one of only 3 places (that I know of) in the UK where you can get bubble tea. A whole menu of different flavours too!


And a great selection of chinese cakes.


You can eat in or takeaway - both the food and the tea",Qype User (mshel…),5 star rating
Ho's Bakery,4.1,25-Apr-16,"Droylsden, Greater Manchester","The honey buns and custard buns are delicious and the Portuguese custard tarts are heaven on a plate. We tried our first birthday cake at the weekend and it was equally as scrumptious. Beautiful light sponge, fresh fruit and cream arranged delightfully. Every morsel has been devoured. Good value for money too. We will certainly be returning very soon.",Kathryn T.,5 star rating
Ho's Bakery,4.1,22-Sep-08,York,"every time i'm in manchester, i try getting in to this bakery. they do the best, chicken tail buns, though i'm not sure if they have an english name, its a translated name from what my parents called them? they even have little mini ones! there like a sweet bread, filled with like a yellow fondant.


they have fab baked char sui buns. and other savory and sweet treats!


though i always give the cream cakes a miss? though they look great, the sponge is just not the same! or the cream? but that could be just me!",Qype User (poddin…),5 star rating
Ho's Bakery,4.1,15-Nov-08,Manchester,This is a lovely chinese bakery in china town i found it by accident once when trying to decide what reasturant to book. They also have one inside wing yip in ancoats. The chicken pasties are fantastic. When I go in there is always chinese people there (customers) which i would say is a good sign.,Qype User (miki…),5 star rating
Ho's Bakery,4.1,30-Oct-08,Manchester,"I've been going to Ho's bakery for many years - it's a surprise little gem (for those not in the know) which sits right in a pocket of Chinatown just in the shadow of the Chinese Arch. Aside from a neon sign attached to the wall on the outside and another sign across the side of the bakery, it hardly advertises itself proudly. You have to take a small flight of stairs before the sight and sounds of this fine bakery hit you in the eyes like two flying chopsticks from 'Big Trouble in Little China'.
The huge spring rolls are legendary, but the pork buns are one of my favourite snacks this side of 'chow mien on the go'.
There is a small eating area inside, but I usually grab a snack and wander round Chinatownit's one of my small pleasures.
Sweet cakes and pasties sit across from their savoury cousins and for the most part they are all delicious, some I can imagine might take a little time to get to know.
But go ahead and ask the assistants what's what - I'm sure if you ask you'll be given a taster.
Absorbing bakery.",Qype User (Paulo_…),5 star rating
Ho's Bakery,4.1,20-Jan-09,Manchester,"This bakery sells authentic chinese cakes and buns anything for the sweet tooth.
The prices are reasonable compared to the other chinese bakery in chinatown.
They are slightly more expensive than our typical english bakeries.


U can order birthday cakes made of cream and fresh fruit in a lightly baked sponge not the very sweet and nasty royal icing type u get at the english bakers.",Qype User (jscwa…),2 star rating
Ho's Bakery,4.1,27-Aug-10,Manchester,"Great food, great people - friendly and helpful. The cakes are awesome! Every year for my girlfriend's birthday I order a cake without fail.",Qype User (tin_la…),5 star rating
Ho's Bakery,4.1,23-Jan-11,"Salford, Greater Manchester","If I am near Ho's I cannot walk past I have to go in and buy egg tarts, pork buns and anything else that takes my fancy.the Best bubble tea in Manchester, Can sometimes be busy but well worth the wait. if its busy inside its lovely to walk around china town.",Qype User (GeneGe…),5 star rating
Ho's Bakery,4.1,25-May-11,Manchester,"found Ho by chance. on a rainy cold sunday i was in manchester to support a friend in the manchester 10km. after sending him on his way i needed a hot drink and a snack. found Ho, good selection of snacks, sweet and savoury...two cups of coffee and a pork roll. good fresh food and friendly staff.  recommend this place.",Qype User (bozbu…),4 star rating
Ho's Bakery,4.1,13-Aug-11,Manchester,"Amazing staff  always happy to talk about the food and other things, food is also amazing  all freshly baked. Been going here since I was young and I still love it today! I usually grab something light to eat in here before concerts in manchester and I just love sitting in there with something to eat!",Qype User (Tile…),5 star rating
Ho's Bakery,4.1,30-Sep-09,Manchester,"nice staff, nice food (though overpriced dumplings, sadly) if you have a sweet tooth, come here often. also nice for a quick snack.",Qype User (tsukak…),3 star rating
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,07-Nov-09,"Hastings, East Sussex","If you have a thing about pastry but sausage rolls and cheese and onion pasties bore you to death, then get yourself down to Ho's. The quality and range of items on offer here are outstanding. I like to come here for the chicken and pork buns but there's also seafood, chicken curry buns, satay beef rolls and fried dumpling.

The cream cakes are also popular, as are the custard buns and almond cookies. Do yourself a favour and wash if all down with a classic Bubble tea. You won't regret it.",Angela B.,4 star rating
Ho's Bakery,4.1,27-Jul-10,Manchester,"Possibly the best Chinese bakery in the world. Seriously. Whenever I'm in the Portland Street area, I always pop in here for a char sui bun, a preserved vegetable bun (wrapped in a lotus leaf) and a peanut butter cake, all washed down with a chocolate bubble tea. All the food here is fresh, inexpensive and - best of all - ridiculously tasty.


There really is something about sitting on a plastic seat during a rainy Manchester afternoon and sinking your teeth into a gelatinous peanut butter cake, filled to the brim with sweet creamy achingly smooth peanut butter. And if that's not your thing, I can highly recommend the Red Bean buns too. And the Honey Buns. And the...well, you can see where I'm going with this, can't you?",Qype User (MissCa…),4 star rating
Ho's Bakery,4.1,21-Sep-08,Manchester,"This is nice Chinese style bakerly.
It is located in China town but a bit hard to find.
It is always busy with Chinese people .
In terms of taste, I would prefer Ho's bakery to Wong Wong bakery ( I heard Wong Wong is more HK style). The staff is so friendly and hard working, as soon as they find you , they come to you to serve.
I like to order 3 mini buns for 1 pound offer, such as roast pork buns Yummy.
Once before Christmas, I visited there and the staff said me to merry xmas and gave me a free drink too ( it is just before out of date, but still nice) they are so sweet!",Qype User (han…),5 star rating
Ho's Bakery,4.1,27-Aug-08,Brighton,"Ho's Bakery is a little hidden gem in China Town which isn't far from Yang Sing. It has a pretty unassuming exterior all told and manages to blend in well with the bright lights of China Town. However, this place has something a lot of the other little places in China Town don't: a wonderful selection of Chinese pastries sweet and savory and many lovely looking Chinese drinks and various delights to tantalise.


I've tried the custard bun, the melon pastry and the honey buns, and all were delicious. Definitely a must-visit if Chinese food is your thing.",Qype User (camiee…),4 star rating
Ho's Bakery,4.1,16-May-11,Manchester,"I've only visited this bakery about six times and my main reason for going is their coconut pudding, it's fantastic! Other than that the only other thing I've tried here is the Japanese cheesecake which I personally found light but very dry.
The staff always seem friendly and the TV often plays Chinese boy band concerts which are quite a show to watch even for 5 minutes. I always enjoy coming here but I do like other bakerys more in terms of the choice and selection offered.",Qype User (KittyC…),4 star rating
Ho's Bakery,4.1,27-Nov-08,"Macclesfield, Cheshire East","Bubble tea!!! It's one of only 3 places (that I know of) in the UK where you can get bubble tea. A whole menu of different flavours too!


And a great selection of chinese cakes.


You can eat in or takeaway - both the food and the tea",Qype User (mshel…),5 star rating
Ho's Bakery,4.1,25-Apr-16,"Droylsden, Greater Manchester","The honey buns and custard buns are delicious and the Portuguese custard tarts are heaven on a plate. We tried our first birthday cake at the weekend and it was equally as scrumptious. Beautiful light sponge, fresh fruit and cream arranged delightfully. Every morsel has been devoured. Good value for money too. We will certainly be returning very soon.",Kathryn T.,5 star rating
Ho's Bakery,4.1,22-Sep-08,York,"every time i'm in manchester, i try getting in to this bakery. they do the best, chicken tail buns, though i'm not sure if they have an english name, its a translated name from what my parents called them? they even have little mini ones! there like a sweet bread, filled with like a yellow fondant.


they have fab baked char sui buns. and other savory and sweet treats!


though i always give the cream cakes a miss? though they look great, the sponge is just not the same! or the cream? but that could be just me!",Qype User (poddin…),5 star rating
Ho's Bakery,4.1,15-Nov-08,Manchester,This is a lovely chinese bakery in china town i found it by accident once when trying to decide what reasturant to book. They also have one inside wing yip in ancoats. The chicken pasties are fantastic. When I go in there is always chinese people there (customers) which i would say is a good sign.,Qype User (miki…),5 star rating
Ho's Bakery,4.1,30-Oct-08,Manchester,"I've been going to Ho's bakery for many years - it's a surprise little gem (for those not in the know) which sits right in a pocket of Chinatown just in the shadow of the Chinese Arch. Aside from a neon sign attached to the wall on the outside and another sign across the side of the bakery, it hardly advertises itself proudly. You have to take a small flight of stairs before the sight and sounds of this fine bakery hit you in the eyes like two flying chopsticks from 'Big Trouble in Little China'.
The huge spring rolls are legendary, but the pork buns are one of my favourite snacks this side of 'chow mien on the go'.
There is a small eating area inside, but I usually grab a snack and wander round Chinatownit's one of my small pleasures.
Sweet cakes and pasties sit across from their savoury cousins and for the most part they are all delicious, some I can imagine might take a little time to get to know.
But go ahead and ask the assistants what's what - I'm sure if you ask you'll be given a taster.
Absorbing bakery.",Qype User (Paulo_…),5 star rating
Ho's Bakery,4.1,20-Jan-09,Manchester,"This bakery sells authentic chinese cakes and buns anything for the sweet tooth.
The prices are reasonable compared to the other chinese bakery in chinatown.
They are slightly more expensive than our typical english bakeries.


U can order birthday cakes made of cream and fresh fruit in a lightly baked sponge not the very sweet and nasty royal icing type u get at the english bakers.",Qype User (jscwa…),2 star rating
Ho's Bakery,4.1,27-Aug-10,Manchester,"Great food, great people - friendly and helpful. The cakes are awesome! Every year for my girlfriend's birthday I order a cake without fail.",Qype User (tin_la…),5 star rating
Ho's Bakery,4.1,23-Jan-11,"Salford, Greater Manchester","If I am near Ho's I cannot walk past I have to go in and buy egg tarts, pork buns and anything else that takes my fancy.the Best bubble tea in Manchester, Can sometimes be busy but well worth the wait. if its busy inside its lovely to walk around china town.",Qype User (GeneGe…),5 star rating
Ho's Bakery,4.1,25-May-11,Manchester,"found Ho by chance. on a rainy cold sunday i was in manchester to support a friend in the manchester 10km. after sending him on his way i needed a hot drink and a snack. found Ho, good selection of snacks, sweet and savoury...two cups of coffee and a pork roll. good fresh food and friendly staff.  recommend this place.",Qype User (bozbu…),4 star rating
Ho's Bakery,4.1,13-Aug-11,Manchester,"Amazing staff  always happy to talk about the food and other things, food is also amazing  all freshly baked. Been going here since I was young and I still love it today! I usually grab something light to eat in here before concerts in manchester and I just love sitting in there with something to eat!",Qype User (Tile…),5 star rating
Ho's Bakery,4.1,30-Sep-09,Manchester,"nice staff, nice food (though overpriced dumplings, sadly) if you have a sweet tooth, come here often. also nice for a quick snack.",Qype User (tsukak…),3 star rating
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,07-Nov-09,"Hastings, East Sussex","If you have a thing about pastry but sausage rolls and cheese and onion pasties bore you to death, then get yourself down to Ho's. The quality and range of items on offer here are outstanding. I like to come here for the chicken and pork buns but there's also seafood, chicken curry buns, satay beef rolls and fried dumpling.

The cream cakes are also popular, as are the custard buns and almond cookies. Do yourself a favour and wash if all down with a classic Bubble tea. You won't regret it.",Angela B.,4 star rating
Ho's Bakery,4.1,27-Jul-10,Manchester,"Possibly the best Chinese bakery in the world. Seriously. Whenever I'm in the Portland Street area, I always pop in here for a char sui bun, a preserved vegetable bun (wrapped in a lotus leaf) and a peanut butter cake, all washed down with a chocolate bubble tea. All the food here is fresh, inexpensive and - best of all - ridiculously tasty.


There really is something about sitting on a plastic seat during a rainy Manchester afternoon and sinking your teeth into a gelatinous peanut butter cake, filled to the brim with sweet creamy achingly smooth peanut butter. And if that's not your thing, I can highly recommend the Red Bean buns too. And the Honey Buns. And the...well, you can see where I'm going with this, can't you?",Qype User (MissCa…),4 star rating
Ho's Bakery,4.1,21-Sep-08,Manchester,"This is nice Chinese style bakerly.
It is located in China town but a bit hard to find.
It is always busy with Chinese people .
In terms of taste, I would prefer Ho's bakery to Wong Wong bakery ( I heard Wong Wong is more HK style). The staff is so friendly and hard working, as soon as they find you , they come to you to serve.
I like to order 3 mini buns for 1 pound offer, such as roast pork buns Yummy.
Once before Christmas, I visited there and the staff said me to merry xmas and gave me a free drink too ( it is just before out of date, but still nice) they are so sweet!",Qype User (han…),5 star rating
Ho's Bakery,4.1,27-Aug-08,Brighton,"Ho's Bakery is a little hidden gem in China Town which isn't far from Yang Sing. It has a pretty unassuming exterior all told and manages to blend in well with the bright lights of China Town. However, this place has something a lot of the other little places in China Town don't: a wonderful selection of Chinese pastries sweet and savory and many lovely looking Chinese drinks and various delights to tantalise.


I've tried the custard bun, the melon pastry and the honey buns, and all were delicious. Definitely a must-visit if Chinese food is your thing.",Qype User (camiee…),4 star rating
Ho's Bakery,4.1,16-May-11,Manchester,"I've only visited this bakery about six times and my main reason for going is their coconut pudding, it's fantastic! Other than that the only other thing I've tried here is the Japanese cheesecake which I personally found light but very dry.
The staff always seem friendly and the TV often plays Chinese boy band concerts which are quite a show to watch even for 5 minutes. I always enjoy coming here but I do like other bakerys more in terms of the choice and selection offered.",Qype User (KittyC…),4 star rating
Ho's Bakery,4.1,27-Nov-08,"Macclesfield, Cheshire East","Bubble tea!!! It's one of only 3 places (that I know of) in the UK where you can get bubble tea. A whole menu of different flavours too!


And a great selection of chinese cakes.


You can eat in or takeaway - both the food and the tea",Qype User (mshel…),5 star rating
Ho's Bakery,4.1,25-Apr-16,"Droylsden, Greater Manchester","The honey buns and custard buns are delicious and the Portuguese custard tarts are heaven on a plate. We tried our first birthday cake at the weekend and it was equally as scrumptious. Beautiful light sponge, fresh fruit and cream arranged delightfully. Every morsel has been devoured. Good value for money too. We will certainly be returning very soon.",Kathryn T.,5 star rating
Ho's Bakery,4.1,22-Sep-08,York,"every time i'm in manchester, i try getting in to this bakery. they do the best, chicken tail buns, though i'm not sure if they have an english name, its a translated name from what my parents called them? they even have little mini ones! there like a sweet bread, filled with like a yellow fondant.


they have fab baked char sui buns. and other savory and sweet treats!


though i always give the cream cakes a miss? though they look great, the sponge is just not the same! or the cream? but that could be just me!",Qype User (poddin…),5 star rating
Ho's Bakery,4.1,15-Nov-08,Manchester,This is a lovely chinese bakery in china town i found it by accident once when trying to decide what reasturant to book. They also have one inside wing yip in ancoats. The chicken pasties are fantastic. When I go in there is always chinese people there (customers) which i would say is a good sign.,Qype User (miki…),5 star rating
Ho's Bakery,4.1,30-Oct-08,Manchester,"I've been going to Ho's bakery for many years - it's a surprise little gem (for those not in the know) which sits right in a pocket of Chinatown just in the shadow of the Chinese Arch. Aside from a neon sign attached to the wall on the outside and another sign across the side of the bakery, it hardly advertises itself proudly. You have to take a small flight of stairs before the sight and sounds of this fine bakery hit you in the eyes like two flying chopsticks from 'Big Trouble in Little China'.
The huge spring rolls are legendary, but the pork buns are one of my favourite snacks this side of 'chow mien on the go'.
There is a small eating area inside, but I usually grab a snack and wander round Chinatownit's one of my small pleasures.
Sweet cakes and pasties sit across from their savoury cousins and for the most part they are all delicious, some I can imagine might take a little time to get to know.
But go ahead and ask the assistants what's what - I'm sure if you ask you'll be given a taster.
Absorbing bakery.",Qype User (Paulo_…),5 star rating
Ho's Bakery,4.1,20-Jan-09,Manchester,"This bakery sells authentic chinese cakes and buns anything for the sweet tooth.
The prices are reasonable compared to the other chinese bakery in chinatown.
They are slightly more expensive than our typical english bakeries.


U can order birthday cakes made of cream and fresh fruit in a lightly baked sponge not the very sweet and nasty royal icing type u get at the english bakers.",Qype User (jscwa…),2 star rating
Ho's Bakery,4.1,27-Aug-10,Manchester,"Great food, great people - friendly and helpful. The cakes are awesome! Every year for my girlfriend's birthday I order a cake without fail.",Qype User (tin_la…),5 star rating
Ho's Bakery,4.1,23-Jan-11,"Salford, Greater Manchester","If I am near Ho's I cannot walk past I have to go in and buy egg tarts, pork buns and anything else that takes my fancy.the Best bubble tea in Manchester, Can sometimes be busy but well worth the wait. if its busy inside its lovely to walk around china town.",Qype User (GeneGe…),5 star rating
Ho's Bakery,4.1,25-May-11,Manchester,"found Ho by chance. on a rainy cold sunday i was in manchester to support a friend in the manchester 10km. after sending him on his way i needed a hot drink and a snack. found Ho, good selection of snacks, sweet and savoury...two cups of coffee and a pork roll. good fresh food and friendly staff.  recommend this place.",Qype User (bozbu…),4 star rating
Ho's Bakery,4.1,13-Aug-11,Manchester,"Amazing staff  always happy to talk about the food and other things, food is also amazing  all freshly baked. Been going here since I was young and I still love it today! I usually grab something light to eat in here before concerts in manchester and I just love sitting in there with something to eat!",Qype User (Tile…),5 star rating
Ho's Bakery,4.1,30-Sep-09,Manchester,"nice staff, nice food (though overpriced dumplings, sadly) if you have a sweet tooth, come here often. also nice for a quick snack.",Qype User (tsukak…),3 star rating
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,20-Jan-09,Manchester,"This bakery sells authentic chinese cakes and buns anything for the sweet tooth.
The prices are reasonable compared to the other chinese bakery in chinatown.
They are slightly more expensive than our typical english bakeries.


U can order birthday cakes made of cream and fresh fruit in a lightly baked sponge not the very sweet and nasty royal icing type u get at the english bakers.",Qype User (jscwa…),2 star rating
Ho's Bakery,4.1,27-Aug-10,Manchester,"Great food, great people - friendly and helpful. The cakes are awesome! Every year for my girlfriend's birthday I order a cake without fail.",Qype User (tin_la…),5 star rating
Ho's Bakery,4.1,23-Jan-11,"Salford, Greater Manchester","If I am near Ho's I cannot walk past I have to go in and buy egg tarts, pork buns and anything else that takes my fancy.the Best bubble tea in Manchester, Can sometimes be busy but well worth the wait. if its busy inside its lovely to walk around china town.",Qype User (GeneGe…),5 star rating
Ho's Bakery,4.1,25-May-11,Manchester,"found Ho by chance. on a rainy cold sunday i was in manchester to support a friend in the manchester 10km. after sending him on his way i needed a hot drink and a snack. found Ho, good selection of snacks, sweet and savoury...two cups of coffee and a pork roll. good fresh food and friendly staff.  recommend this place.",Qype User (bozbu…),4 star rating
Ho's Bakery,4.1,13-Aug-11,Manchester,"Amazing staff  always happy to talk about the food and other things, food is also amazing  all freshly baked. Been going here since I was young and I still love it today! I usually grab something light to eat in here before concerts in manchester and I just love sitting in there with something to eat!",Qype User (Tile…),5 star rating
Ho's Bakery,4.1,30-Sep-09,Manchester,"nice staff, nice food (though overpriced dumplings, sadly) if you have a sweet tooth, come here often. also nice for a quick snack.",Qype User (tsukak…),3 star rating
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
